45,2,レベル2,12,明日,tomorrow,wa’Hu’,FALSE,word57
46,2,レベル2,12,明日,tomorrow,yIt,FALSE,word57
47,2,レベル2,12,明日,tomorrow,wa’leS,TRUE,word57
48,2,レベル2,12,明日,tomorrow,ram,FALSE,word57
49,2,レベル2,13,楽しむ,enjoy,rut,FALSE,word51
50,2,レベル2,13,楽しむ,enjoy,tIv,TRUE,word51
51,2,レベル2,13,楽しむ,enjoy,tuj,FALSE,word51
52,2,レベル2,13,楽しむ,enjoy,nuq,FALSE,word51
53,2,レベル2,14,どこ？,where,nuqDaq,TRUE,word44
54,2,レベル2,14,どこ？,where,ghorgh,FALSE,word44
55,2,レベル2,14,どこ？,where,’Iv,FALSE,word44
56,2,レベル2,14,どこ？,where,chay’,FALSE,word44
57,2,レベル2,15,尋ねる,ask,tlhob,TRUE,word54
58,2,レベル2,15,尋ねる,ask,DuSaQ,FALSE,word54
59,2,レベル2,15,尋ねる,ask,yIt,FALSE,word54
60,2,レベル2,15,尋ねる,ask,jaH,FALSE,word54
61,3,レベル3,16,知っている,know,nob,FALSE,word50
62,3,レベル3,16,知っている,know,tlhob,FALSE,word50
63,3,レベル3,16,知っている,know,Sop,FALSE,word50
64,3,レベル3,16,知っている,know,Sov,TRUE,word50
65,3,レベル3,17,明るい,bright,ghojwI’,FALSE,word58
66,3,レベル3,17,明るい,bright,ghom,FALSE,word58
67,3,レベル3,17,明るい,bright,wov,TRUE,word58
68,3,レベル3,17,明るい,bright,tIv,FALSE,word58
69,3,レベル3,18,いいえ,no,jIH,FALSE,word45
70,3,レベル3,18,いいえ,no,Qo’,TRUE,word45
71,3,レベル3,18,いいえ,no,HIja,FALSE,word45
72,3,レベル3,18,いいえ,no,SoH,FALSE,word45
73,3,レベル3,19,私,I,tlhutlh,FALSE,word40
74,3,レベル3,19,私,I,jIH,TRUE,word40
75,3,レベル3,19,私,I,wa’Hu’,FALSE,word40
76,3,レベル3,19,私,I,maH,FALSE,word40
77,3,レベル3,20,行く,go,jaH,TRUE,word39
78,3,レベル3,20,行く,go,tuj,FALSE,word39
79,3,レベル3,20,行く,go,ghom,FALSE,word39
80,3,レベル3,20,行く,go,Hoch,FALSE,word39
81,3,レベル3,21,戦略,strategy,Dup,TRUE,word64
82,3,レベル3,21,戦略,strategy,batlh,FALSE,word64
83,3,レベル3,21,戦略,strategy,ghol,FALSE,word64
84,3,レベル3,21,戦略,strategy,jIp,FALSE,word64
85,3,レベル3,22,話す,speak,maj,FALSE,word67
86,3,レベル3,22,話す,speak,jatlh,TRUE,word67
87,3,レベル3,22,話す,speak,muS,FALSE,word67
88,3,レベル3,22,話す,speak,mu’,FALSE,word67
89,3,レベル3,23,勝利,victory,yay,TRUE,word88
90,3,レベル3,23,勝利,victory,roj,FALSE,word88
91,3,レベル3,23,勝利,victory,’Ip,FALSE,word88
92,3,レベル3,23,勝利,victory,tuQ,FALSE,word88
93,3,レベル3,24,妨害・干渉,hinder,pIH,FALSE,word79
94,3,レベル3,24,妨害・干渉,hinder,qeq,FALSE,word79
95,3,レベル3,24,妨害・干渉,hinder,nIS,TRUE,word79
96,3,レベル3,24,妨害・干渉,hinder,lIH,FALSE,word79
97,3,レベル3,25,科学,science,tlhIngan,FALSE,word83
98,3,レベル3,25,科学,science,jeQ,FALSE,word83
99,3,レベル3,25,科学,science,jIj,FALSE,word83
100,3,レベル3,25,科学,science,QeD,TRUE,word83
101,3,レベル3,26,驚き,surprise,mer,TRUE,word76
102,3,レベル3,26,驚き,surprise,cha,FALSE,word76
103,3,レベル3,26,驚き,surprise,Huch,FALSE,word76
104,3,レベル3,26,驚き,surprise,maj,FALSE,word76
105,3,レベル3,27,競う,compete,loS,FALSE,word90
106,3,レベル3,27,競う,compete,lop,FALSE,word90
107,3,レベル3,27,競う,compete,’ov,TRUE,word90
108,3,レベル3,27,競う,compete,lIj,FALSE,word90
109,3,レベル3,28,寒い,be cold,muS,FALSE,word62
110,3,レベル3,28,寒い,be cold,bIr,TRUE,word62
111,3,レベル3,28,寒い,be cold,’Ip,FALSE,word62
112,3,レベル3,28,寒い,be cold,Qoy,FALSE,word62
113,3,レベル3,29,分析,analysis,poj,TRUE,word81
114,3,レベル3,29,分析,analysis,qeq,FALSE,word81
115,3,レベル3,29,分析,analysis,Huch,FALSE,word81
116,3,レベル3,29,分析,analysis,Dup,FALSE,word81
117,3,レベル3,30,紹介,introduce,batlh,FALSE,word71
118,3,レベル3,30,紹介,introduce,roj,FALSE,word71
119,3,レベル3,30,紹介,introduce,lIH,TRUE,word71
120,3,レベル3,30,紹介,introduce,Saw,FALSE,word71
