71,3,レベル3,18,いいえ,HIja,FALSE
72,3,レベル3,18,いいえ,SoH,FALSE
73,3,レベル3,19,私,tlhutlh,FALSE
74,3,レベル3,19,私,jIH,TRUE
75,3,レベル3,19,私,wa’Hu’,FALSE
76,3,レベル3,19,私,maH,FALSE
77,3,レベル3,20,行く,jaH,TRUE
78,3,レベル3,20,行く,tuj,FALSE
79,3,レベル3,20,行く,ghom,FALSE
80,3,レベル3,20,行く,Hoch,FALSE
81,3,レベル3,21,戦略,Dup,TRUE
82,3,レベル3,21,戦略,batlh,FALSE
83,3,レベル3,21,戦略,ghol,FALSE
84,3,レベル3,21,戦略,jIp,FALSE
85,3,レベル3,22,話す,maj,FALSE
86,3,レベル3,22,話す,jatlh,TRUE
87,3,レベル3,22,話す,muS,FALSE
88,3,レベル3,22,話す,mu’,FALSE
89,3,レベル3,23,勝利,yay,TRUE
90,3,レベル3,23,勝利,roj,FALSE
91,3,レベル3,23,勝利,’Ip,FALSE
92,3,レベル3,23,勝利,tuQ,FALSE
93,3,レベル3,24,妨害・干渉,pIH,FALSE
94,3,レベル3,24,妨害・干渉,qeq,FALSE
95,3,レベル3,24,妨害・干渉,nIS,TRUE
96,3,レベル3,24,妨害・干渉,lIH,FALSE
97,3,レベル3,25,聞く,tlhIngan,FALSE
98,3,レベル3,25,聞く,jeQ,FALSE
99,3,レベル3,25,聞く,jIj,FALSE
100,3,レベル3,25,聞く,Qoy,TRUE
101,3,レベル3,26,驚き,mer,TRUE
102,3,レベル3,26,驚き,cha,FALSE
103,3,レベル3,26,驚き,Huch,FALSE
104,3,レベル3,26,驚き,maj,FALSE
105,3,レベル3,27,競う,loS,FALSE
106,3,レベル3,27,競う,lop,FALSE
107,3,レベル3,27,競う,’ov,TRUE
108,3,レベル3,27,競う,lIj,FALSE
109,3,レベル3,28,寒い,muS,FALSE
110,3,レベル3,28,寒い,bIr,TRUE
111,3,レベル3,28,寒い,’Ip,FALSE
112,3,レベル3,28,寒い,Qoy,FALSE
113,3,レベル3,29,分析,poj,TRUE
114,3,レベル3,29,分析,qeq,FALSE
115,3,レベル3,29,分析,Huch,FALSE
116,3,レベル3,29,分析,Dup,FALSE
117,3,レベル3,30,紹介,batlh,FALSE
118,3,レベル3,30,紹介,roj,FALSE
119,3,レベル3,30,紹介,lIH,TRUE
120,3,レベル3,30,紹介,Saw,FALSE
